연번,이름,성별,현재 나이,연령대,가입일,거주 지역,고객 등급,최근 구매 제품,최근 거래 금액,차량 구매 횟수,누적 구매 금액,평균 구매 금액,할부 여부,거래 방식,구매 경로,고객 충성도 지수,고객 평생 가치,생년월일,최근 구매 날짜,최근 구매 연도,구매 요일,등급
747,Christine Lopez,남성,42,40대,2024-06-04,중동 및 아프리카,VIP,G80,48202664,2,96405328,48202664,N,수출,오프라인,80.28,104319514,1983,2020-08-10,2020,Sunday,VIP
748,Danny Weber,여성,50,50대,2021-01-29,중동 및 아프리카,일반,벨로스터JS,57130614,1,57130614,57130614,N,수출,온라인,67.88,64456490,1975,2022-11-28,2022,Saturday,일반
749,Anne Coleman,남성,28,20대,2021-07-20,중동 및 아프리카,VIP,베뉴,19325455,4,77301820,19325455,Y,수출,오프라인,87.5,80848898,1997,2017-03-31,2017,Friday,VIP
750,Cindy Shaw,여성,61,60대,2021-04-10,중동 및 아프리카,우수,싼타페MX5,42467117,2,84934234,42467117,N,수출,오프라인,77.96,89847509,1964,2018-04-08,2018,Friday,우수
751,Natalie Wilson,남성,55,50대,2020-12-11,중동 및 아프리카,VIP,G80,54315023,2,108630046,54315023,Y,수출,오프라인,37.33,111932382,1970,2018-06-13,2018,Tuesday,VIP
752,Michael Eaton,여성,29,20대,2021-12-31,중동 및 아프리카,우수,더뉴아이오닉,55631111,6,333786666,55631111,Y,수출,오프라인,62.06,341330894,1996,2019-10-16,2019,Tuesday,우수
753,Patrick Sutton,남성,29,20대,2021-10-22,중동 및 아프리카,VIP,i30PD,45585753,6,273514518,45585753,Y,수출,오프라인,61.57,280854677,1996,2021-05-12,2021,Friday,VIP
754,Kayla Peck,여성,42,40대,2020-04-23,중동 및 아프리카,VIP,G90,19830580,6,118983480,19830580,Y,수출,오프라인,77.19,125855551,1983,2024-05-30,2024,Saturday,VIP
755,Lauren Thompson,남성,57,50대,2024-08-15,중동 및 아프리카,우수,i40,18850154,6,113100924,18850154,N,수출,오프라인,30.63,116544147,1968,2022-08-31,2022,Monday,우수
756,Sue Shepard,남성,45,40대,2024-08-25,중동 및 아프리카,VIP,싼타페DM,19940193,1,19940193,19940193,N,수출,오프라인,100.0,26649656,1980,2021-06-19,2021,Saturday,VIP
757,Jeffrey Thomas,여성,32,30대,2022-01-15,중동 및 아프리카,우수,아이오닉5,44336811,2,88673622,44336811,Y,수출,온라인,77.97,95238305,1993,2022-07-23,2022,Thursday,우수
758,Brandy Peters,여성,62,60대,2022-12-18,중동 및 아프리카,우수,투싼TL,37040295,4,148161180,37040295,N,수출,오프라인,72.23,154354593,1963,2016-07-08,2016,Friday,우수
759,Kenneth Hill,여성,53,50대,2021-06-05,중동 및 아프리카,우수,벨로스터JS,26895542,5,134477710,26895542,Y,수출,온라인,87.72,137652833,1972,2017-05-19,2017,Thursday,우수
760,Angela Thompson,남성,51,50대,2020-10-29,중동 및 아프리카,일반,GV80,34625726,1,34625726,34625726,Y,수출,오프라인,100.0,39422772,1974,2019-04-29,2019,Thursday,일반
761,Timothy Thomas,남성,31,30대,2024-08-21,중동 및 아프리카,우수,아이오닉5,20915021,2,41830042,20915021,N,수출,온라인,83.06,45116402,1994,2020-03-11,2020,Friday,우수
762,Dylan Mercer,남성,62,60대,2021-08-14,중동 및 아프리카,VIP,싼타페MX5,53800273,4,215201092,53800273,N,수출,오프라인,84.23,219873001,1963,2018-04-03,2018,Sunday,VIP
763,Kimberly Brown,남성,31,30대,2022-10-19,중동 및 아프리카,VIP,투싼NX4,49986757,3,149960271,49986757,Y,수출,온라인,71.96,154138143,1994,2018-07-17,2018,Thursday,VIP
764,Sandra Price,남성,49,40대,2021-11-30,중동 및 아프리카,일반,코나OS,44306016,2,88612032,44306016,Y,수출,오프라인,67.88,92872342,1976,2018-07-22,2018,Monday,일반
765,Kenneth Williams,여성,49,40대,2024-09-04,중동 및 아프리카,일반,쏘나타LF,33838448,1,33838448,33838448,N,수출,온라인,62.86,38631846,1976,2019-02-14,2019,Saturday,일반
766,Cindy Adams,남성,67,60대,2025-02-05,중동 및 아프리카,VIP,그랜저HG,48937662,5,244688310,48937662,N,수출,오프라인,57.61,248599944,1958,2016-05-13,2016,Tuesday,VIP
767,Mrs. Hannah Harding,남성,36,30대,2020-12-22,중동 및 아프리카,VIP,GV80,41782512,3,125347536,41782512,N,수출,온라인,59.69,129826524,1989,2021-10-06,2021,Friday,VIP
768,James Rodriguez,여성,63,60대,2024-12-30,중동 및 아프리카,VIP,코나SX2,20731354,3,62194062,20731354,N,수출,온라인,49.74,66565081,1962,2017-11-15,2017,Sunday,VIP
769,Charles Allen,여성,43,40대,2023-02-14,중동 및 아프리카,우수,그랜저HG,32950036,4,131800144,32950036,N,수출,온라인,68.86,135932785,1982,2023-06-12,2023,Sunday,우수
770,Erin Smith,남성,54,50대,2020-05-02,중동 및 아프리카,VIP,G70,27741624,2,55483248,27741624,Y,수출,온라인,44.73,61952533,1971,2022-01-29,2022,Thursday,VIP
771,Sarah Clark,남성,34,30대,2023-12-25,중동 및 아프리카,우수,아이오닉6,37662143,1,37662143,37662143,N,수출,온라인,72.86,45273402,1991,2021-01-26,2021,Sunday,우수
772,Lisa Miller,여성,40,40대,2024-05-27,중동 및 아프리카,일반,GV70,28902056,1,28902056,28902056,Y,수출,오프라인,69.46,36816444,1985,2018-03-25,2018,Sunday,일반
773,Kristin Turner,남성,32,30대,2023-09-07,중동 및 아프리카,VIP,G80,28154451,4,112617804,28154451,N,수출,오프라인,72.2,116786172,1993,2019-03-18,2019,Saturday,VIP
774,Brendan Foster,여성,47,40대,2024-06-02,중동 및 아프리카,VIP,벨로스터FS,40482683,5,202413415,40482683,Y,수출,온라인,62.17,207995126,1978,2016-03-20,2016,Thursday,VIP
775,Christopher Aguilar,여성,61,60대,2021-12-02,중동 및 아프리카,우수,싼타페Long,45007911,6,270047466,45007911,N,수출,온라인,100.0,277343442,1964,2024-01-12,2024,Saturday,우수
776,Alison Mercado,남성,37,30대,2021-07-07,중동 및 아프리카,우수,그랜저HG,47245418,1,47245418,47245418,N,수출,온라인,90.4,53894289,1988,2024-12-28,2024,Wednesday,우수
777,Roger Smith,여성,43,40대,2021-06-14,중동 및 아프리카,VIP,쏘나타DN8,53728616,3,161185848,53728616,Y,수출,온라인,51.33,169075636,1982,2016-07-21,2016,Monday,VIP
778,Nicole Vance,남성,41,40대,2023-12-07,중동 및 아프리카,우수,EQ900,23192832,4,92771328,23192832,Y,수출,오프라인,73.49,98133136,1984,2023-09-12,2023,Wednesday,우수
779,Maria Walker,여성,61,60대,2020-05-30,중동 및 아프리카,VIP,벨로스터FS,36434902,5,182174510,36434902,N,수출,온라인,60.88,189451973,1964,2019-06-06,2019,Tuesday,VIP
780,Christine Wallace,남성,38,30대,2024-05-19,중동 및 아프리카,우수,G70,53607996,5,268039980,53607996,Y,수출,오프라인,54.78,275156591,1987,2020-08-26,2020,Friday,우수
781,Rodney Mccormick,여성,36,30대,2020-04-24,중동 및 아프리카,VIP,벨로스터FS,30045849,6,180275094,30045849,Y,수출,온라인,49.9,186410191,1989,2019-06-04,2019,Sunday,VIP
782,Deanna Rodriguez,여성,38,30대,2024-08-08,중동 및 아프리카,일반,코나OS,39177637,5,195888185,39177637,N,수출,오프라인,76.48,201993627,1987,2020-08-09,2020,Saturday,일반
783,Steven Hall,여성,29,20대,2021-08-07,중동 및 아프리카,VIP,쿠페,57748852,6,346493112,57748852,Y,수출,오프라인,59.78,353682702,1996,2020-04-04,2020,Saturday,VIP
784,Rose Lopez,남성,57,50대,2021-12-09,중동 및 아프리카,우수,쏘나타DN8,34106431,6,204638586,34106431,Y,수출,온라인,84.52,208238244,1968,2021-09-25,2021,Sunday,우수
785,Wendy Flores,여성,25,20대,2024-05-01,중동 및 아프리카,일반,코나OS,41870110,1,41870110,41870110,Y,수출,온라인,84.91,45006888,2000,2019-06-10,2019,Wednesday,일반
786,Patricia Johnson,남성,53,50대,2023-01-07,중동 및 아프리카,VIP,i30GD,29593696,3,88781088,29593696,Y,수출,오프라인,90.61,92058726,1972,2020-03-29,2020,Friday,VIP
787,Jennifer Baldwin,여성,28,20대,2021-05-04,중동 및 아프리카,일반,싼타페Long,27520384,6,165122304,27520384,Y,수출,오프라인,57.21,170804965,1997,2019-03-12,2019,Tuesday,일반
788,Scott Miller,남성,35,30대,2024-10-19,중동 및 아프리카,VIP,투싼TL,26756502,1,26756502,26756502,Y,수출,오프라인,77.13,32020377,1990,2019-10-28,2019,Saturday,VIP
789,Tamara Lucas,남성,31,30대,2024-11-05,중동 및 아프리카,우수,코나SX2,56094282,2,112188564,56094282,Y,수출,오프라인,79.49,116705884,1994,2025-02-12,2025,Friday,우수
790,Maria Norton,남성,63,60대,2024-03-09,중동 및 아프리카,우수,아이오닉5,31921257,5,159606285,31921257,N,수출,오프라인,62.89,167575389,1962,2023-05-27,2023,Tuesday,우수
791,Nichole Johnson,남성,65,60대,2021-03-04,중동 및 아프리카,우수,넥쏘,40450437,5,202252185,40450437,Y,수출,온라인,58.42,206985307,1960,2017-04-15,2017,Wednesday,우수
792,Robert Solis,여성,63,60대,2024-11-08,중동 및 아프리카,우수,GV80쿠페,59755025,2,119510050,59755025,Y,수출,오프라인,94.14,122905800,1962,2024-04-06,2024,Saturday,우수
793,Tammy Garcia,여성,32,30대,2024-04-20,중동 및 아프리카,우수,넥쏘,55118132,6,330708792,55118132,N,수출,오프라인,73.41,338428313,1993,2018-11-01,2018,Monday,우수
794,Donna Daniels,남성,59,50대,2022-08-13,중동 및 아프리카,우수,코나OS,28316148,6,169896888,28316148,Y,수출,온라인,79.54,174106014,1966,2019-09-15,2019,Monday,우수
795,Marvin Ingram,남성,61,60대,2022-10-18,중동 및 아프리카,VIP,GV70,41590375,3,124771125,41590375,Y,수출,온라인,57.67,128944346,1964,2023-08-15,2023,Tuesday,VIP
796,Aaron Ward,남성,39,30대,2023-01-20,중동 및 아프리카,우수,벨로스터JS,42041977,3,126125931,42041977,Y,수출,온라인,51.71,130469879,1986,2023-10-02,2023,Wednesday,우수
797,Wendy Bryant,남성,69,60대,2023-12-07,중동 및 아프리카,VIP,싼타페Long,58435161,2,116870322,58435161,Y,수출,오프라인,61.46,124078571,1956,2018-08-25,2018,Tuesday,VIP
798,Kyle Martinez DDS,여성,30,30대,2021-03-20,중동 및 아프리카,우수,GV60,18027256,1,18027256,18027256,Y,수출,오프라인,68.14,23162714,1995,2016-12-23,2016,Wednesday,우수
799,Veronica Brown,남성,28,20대,2023-04-15,중동 및 아프리카,우수,쿠페,48124390,3,144373170,48124390,N,수출,오프라인,54.04,148822455,1997,2024-04-07,2024,Monday,우수
800,Matthew Baird,남성,44,40대,2021-05-31,중동 및 아프리카,VIP,GV60,59876662,3,179629986,59876662,Y,수출,오프라인,69.85,186226237,1981,2017-10-29,2017,Monday,VIP
801,Miranda Bruce,여성,61,60대,2023-10-24,중동 및 아프리카,일반,투싼NX4,34094247,1,34094247,34094247,Y,수출,온라인,44.67,41982432,1964,2017-01-07,2017,Friday,일반
802,Mitchell Barry,여성,41,40대,2024-05-10,중동 및 아프리카,일반,그랜저,26233491,4,104933964,26233491,N,수출,온라인,53.2,109539376,1984,2018-10-28,2018,Sunday,일반
803,Mark Wong,남성,58,50대,2022-07-27,중동 및 아프리카,우수,G70SB,26370726,1,26370726,26370726,Y,수출,온라인,80.06,30478362,1967,2019-02-19,2019,Friday,우수
804,Diane Carroll,남성,40,40대,2023-03-14,중동 및 아프리카,우수,아이오닉AE,39607674,5,198038370,39607674,N,수출,오프라인,79.06,203229294,1985,2019-10-03,2019,Saturday,우수
805,William Adams,여성,39,30대,2020-11-27,중동 및 아프리카,VIP,EQ900,49978399,4,199913596,49978399,N,수출,온라인,64.12,203731621,1986,2023-06-16,2023,Sunday,VIP
806,Mark Owen,남성,57,50대,2022-03-21,중동 및 아프리카,일반,싼타페MX5,33260355,1,33260355,33260355,N,수출,온라인,54.73,38636996,1968,2016-03-30,2016,Monday,일반
807,Michael Martinez,여성,30,30대,2023-09-11,중동 및 아프리카,우수,G70,39287963,2,78575926,39287963,Y,수출,온라인,54.59,85656183,1995,2023-07-08,2023,Wednesday,우수
808,Jacqueline Richard,여성,70,70대,2024-03-08,중동 및 아프리카,일반,투싼LMFC,51487745,1,51487745,51487745,N,수출,온라인,64.4,55121009,1955,2024-11-23,2024,Sunday,일반
809,Dean Anderson,남성,55,50대,2022-04-14,중동 및 아프리카,일반,싼타페MX5,44540042,4,178160168,44540042,N,수출,오프라인,79.67,185823571,1970,2017-06-23,2017,Monday,일반
810,Zachary Garcia,여성,27,20대,2023-12-08,중동 및 아프리카,VIP,i30PD,54890296,5,274451480,54890296,N,수출,온라인,83.92,278272781,1998,2023-08-11,2023,Saturday,VIP
811,Michael Gray,여성,29,20대,2023-01-31,중동 및 아프리카,VIP,싼타페MX5,40369953,1,40369953,40369953,Y,수출,온라인,62.55,47132537,1996,2018-05-18,2018,Saturday,VIP
812,Robin Williams,남성,54,50대,2021-05-07,중동 및 아프리카,VIP,쿠페,28348055,4,113392220,28348055,Y,수출,온라인,52.7,119881342,1971,2016-02-10,2016,Friday,VIP
813,Michael Robles,여성,36,30대,2022-10-23,중동 및 아프리카,일반,싼타페Long,40429027,6,242574162,40429027,N,수출,오프라인,74.02,249086540,1989,2018-01-09,2018,Saturday,일반
814,David Savage,여성,28,20대,2024-11-03,중동 및 아프리카,우수,캐스퍼,34224701,6,205348206,34224701,Y,수출,오프라인,57.65,210176303,1997,2021-04-30,2021,Saturday,우수
815,Lindsey Fuentes,여성,67,60대,2023-02-26,중동 및 아프리카,VIP,투싼NX4,49516887,4,198067548,49516887,N,수출,온라인,62.23,203553791,1958,2022-12-24,2022,Tuesday,VIP
816,Mike Oconnor,남성,41,40대,2024-04-02,중동 및 아프리카,우수,G80,43839153,6,263034918,43839153,Y,수출,온라인,89.88,269904223,1984,2024-03-25,2024,Wednesday,우수
817,Beth Brown,여성,35,30대,2021-01-09,중동 및 아프리카,우수,쿠페,19060748,2,38121496,19060748,N,수출,온라인,82.41,44319650,1990,2024-10-21,2024,Tuesday,우수
818,Amy Murphy,남성,64,60대,2024-11-23,중동 및 아프리카,VIP,쿠페,41202899,2,82405798,41202899,Y,수출,온라인,72.37,89472110,1961,2019-05-09,2019,Monday,VIP
819,Jeffery Brown,남성,53,50대,2022-04-21,중동 및 아프리카,우수,벨로스터JS,44221926,3,132665778,44221926,N,수출,오프라인,50.92,136373350,1972,2018-07-17,2018,Friday,우수
820,Susan Gould,남성,48,40대,2024-01-12,중동 및 아프리카,우수,투싼TL,28559202,5,142796010,28559202,Y,수출,오프라인,73.17,147075058,1977,2021-07-29,2021,Thursday,우수
821,Kimberly Moyer,여성,52,50대,2023-12-27,중동 및 아프리카,VIP,아이오닉AE,47349746,1,47349746,47349746,Y,수출,온라인,85.94,51069686,1973,2022-11-13,2022,Friday,VIP
822,Donna Wilson,남성,45,40대,2020-12-06,중동 및 아프리카,일반,G70SB,23994203,4,95976812,23994203,Y,수출,오프라인,64.37,99741294,1980,2023-08-11,2023,Saturday,일반
823,Thomas Lopez,여성,51,50대,2023-12-26,중동 및 아프리카,VIP,싼타페TM,30371167,1,30371167,30371167,N,수출,온라인,90.27,38170034,1974,2023-08-31,2023,Tuesday,VIP
824,Zachary Harris,남성,27,20대,2023-01-05,중동 및 아프리카,일반,그랜저HG,57723043,6,346338258,57723043,N,수출,온라인,89.39,350691409,1998,2018-07-13,2018,Thursday,일반
825,Connie Bryant,여성,62,60대,2025-03-05,중동 및 아프리카,우수,벨로스터JS,29258068,6,175548408,29258068,N,수출,온라인,94.96,181141586,1963,2024-02-04,2024,Monday,우수
826,Amber Cooper,남성,50,50대,2020-05-31,중동 및 아프리카,일반,액센트,25328605,2,50657210,25328605,N,수출,오프라인,74.58,53728091,1975,2020-04-30,2020,Saturday,일반
827,Mr. Jacob Jordan,남성,46,40대,2021-03-06,중동 및 아프리카,우수,투싼LMFC,24897956,2,49795912,24897956,Y,수출,온라인,78.81,56912402,1979,2025-02-06,2025,Friday,우수
828,Craig Foster,남성,56,50대,2020-04-04,중동 및 아프리카,일반,아이오닉AE,43155068,1,43155068,43155068,Y,수출,오프라인,91.21,48812009,1969,2017-01-24,2017,Wednesday,일반
829,Jerry Sullivan,여성,47,40대,2021-11-04,중동 및 아프리카,VIP,그랜저,48475384,5,242376920,48475384,N,수출,오프라인,76.71,249544789,1978,2020-06-05,2020,Tuesday,VIP
830,Patricia Cline,여성,31,30대,2025-03-15,중동 및 아프리카,일반,LCV,51907332,6,311443992,51907332,Y,수출,온라인,62.48,317013201,1994,2024-01-09,2024,Thursday,일반
831,Joseph Freeman MD,여성,66,60대,2020-05-09,중동 및 아프리카,VIP,넥쏘,19915940,2,39831880,19915940,N,수출,오프라인,63.27,47033401,1959,2016-09-12,2016,Thursday,VIP
832,Rachel Johnson,여성,29,20대,2020-08-17,중동 및 아프리카,우수,G80,57699369,6,346196214,57699369,N,수출,온라인,73.58,349372970,1996,2017-12-09,2017,Saturday,우수
833,Chelsea Sweeney,남성,68,60대,2025-01-08,중동 및 아프리카,일반,쏘나타DN8,53824982,2,107649964,53824982,Y,수출,오프라인,50.64,114999152,1957,2021-01-12,2021,Sunday,일반
834,Carlos Perkins,여성,41,40대,2022-09-29,중동 및 아프리카,일반,쏘나타DN8,25734920,2,51469840,25734920,N,수출,온라인,67.85,56897727,1984,2021-04-28,2021,Sunday,일반
835,Collin Rodriguez,여성,49,40대,2025-02-06,중동 및 아프리카,일반,코나OS,27018495,1,27018495,27018495,Y,수출,온라인,86.45,33833992,1976,2022-11-02,2022,Monday,일반
836,Heather Bell,남성,42,40대,2023-06-05,중동 및 아프리카,VIP,투싼TL,26385050,1,26385050,26385050,N,수출,오프라인,37.13,29632205,1983,2016-01-10,2016,Thursday,VIP
837,Kelly Conner,남성,58,50대,2024-12-15,중동 및 아프리카,우수,싼타페DM,36301427,6,217808562,36301427,Y,수출,온라인,93.02,225492119,1967,2023-11-11,2023,Wednesday,우수
838,Wayne Vincent,남성,47,40대,2024-05-09,중동 및 아프리카,일반,i30GD,48686623,3,146059869,48686623,N,수출,오프라인,86.84,150428727,1978,2018-03-08,2018,Saturday,일반
839,Kyle Shields,남성,44,40대,2021-01-08,중동 및 아프리카,VIP,그랜저HG,46868561,1,46868561,46868561,N,수출,오프라인,63.1,53188147,1981,2025-01-26,2025,Monday,VIP
840,James Stone,남성,36,30대,2022-10-19,중동 및 아프리카,VIP,벨로스터FS,22817188,3,68451564,22817188,Y,수출,온라인,78.15,75197114,1989,2025-02-04,2025,Monday,VIP
841,Gwendolyn Armstrong,남성,64,60대,2023-07-13,중동 및 아프리카,VIP,G90RS4,27663929,5,138319645,27663929,Y,수출,온라인,70.05,143983288,1961,2018-05-26,2018,Wednesday,VIP
842,Brittany Schwartz,남성,41,40대,2022-02-27,중동 및 아프리카,VIP,코나OS,50264324,6,301585944,50264324,Y,수출,오프라인,88.45,307644466,1984,2018-10-25,2018,Tuesday,VIP
843,Lisa Bryant,여성,67,60대,2023-05-18,중동 및 아프리카,우수,쏘나타DN8,35642250,4,142569000,35642250,N,수출,온라인,84.74,147278583,1958,2024-09-25,2024,Thursday,우수
844,Wayne Sloan,남성,29,20대,2024-02-26,중동 및 아프리카,VIP,쏘나타LF,33624833,2,67249666,33624833,N,수출,온라인,49.0,72734284,1996,2018-10-12,2018,Wednesday,VIP
845,Danielle Scott,여성,52,50대,2023-03-28,중동 및 아프리카,일반,넥쏘,27505876,4,110023504,27505876,N,수출,온라인,78.81,117163403,1973,2020-12-29,2020,Sunday,일반
846,Jessica Williams,여성,36,30대,2025-03-01,중동 및 아프리카,VIP,벨로스터,40410266,1,40410266,40410266,N,수출,오프라인,66.92,47703304,1989,2017-01-08,2017,Friday,VIP
847,Benjamin Wright,여성,28,20대,2025-02-24,중동 및 아프리카,일반,G90RS4,43335732,1,43335732,43335732,Y,수출,온라인,71.24,47245669,1997,2024-08-02,2024,Tuesday,일반
848,Emily Howard,여성,41,40대,2022-05-18,중동 및 아프리카,우수,GV70,58563271,5,292816355,58563271,N,수출,오프라인,59.08,297632520,1984,2022-01-02,2022,Saturday,우수
849,Christopher Hill,여성,47,40대,2022-03-12,중동 및 아프리카,일반,싼타페DM,32866718,6,197200308,32866718,Y,수출,온라인,96.22,200930539,1978,2016-08-11,2016,Wednesday,일반
850,Trevor Potter,남성,66,60대,2024-06-19,중동 및 아프리카,VIP,G90RS4,22502511,3,67507533,22502511,Y,수출,온라인,85.6,74888275,1959,2019-06-16,2019,Thursday,VIP
851,Kevin Murphy,여성,62,60대,2024-01-26,중동 및 아프리카,우수,쿠페,24404262,6,146425572,24404262,Y,수출,온라인,58.9,150169681,1963,2022-02-02,2022,Friday,우수
852,Michael Mitchell,남성,49,40대,2023-11-04,중동 및 아프리카,일반,GV70,22068851,6,132413106,22068851,N,수출,오프라인,49.98,136774865,1976,2020-12-07,2020,Wednesday,일반
853,Brandon Rogers,남성,40,40대,2021-05-06,중동 및 아프리카,우수,넥쏘,18405350,5,92026750,18405350,N,수출,오프라인,64.21,97837891,1985,2018-05-02,2018,Tuesday,우수
854,Heather Schwartz,여성,54,50대,2023-10-18,중동 및 아프리카,우수,넥쏘,19711080,5,98555400,19711080,Y,수출,오프라인,76.52,103985957,1971,2016-03-03,2016,Saturday,우수
855,Amy Andrews,여성,50,50대,2023-09-03,중동 및 아프리카,일반,투싼LMFC,27802276,5,139011380,27802276,N,수출,온라인,73.6,146463632,1975,2019-05-25,2019,Monday,일반
856,Willie Taylor,여성,62,60대,2022-12-15,중동 및 아프리카,일반,i40,38015371,5,190076855,38015371,N,수출,오프라인,88.8,193870322,1963,2023-11-14,2023,Saturday,일반
857,Don Marsh,남성,30,30대,2020-05-23,중동 및 아프리카,우수,아이오닉AE,44095111,2,88190222,44095111,Y,수출,온라인,81.85,94412755,1995,2023-10-13,2023,Monday,우수
858,Jeremy Brown,여성,44,40대,2022-08-30,중동 및 아프리카,우수,그랜저IG,28287490,2,56574980,28287490,Y,수출,오프라인,84.54,61416968,1981,2017-11-19,2017,Wednesday,우수
859,Maria Fox,여성,43,40대,2022-07-28,중동 및 아프리카,VIP,그랜저,59539231,1,59539231,59539231,N,수출,온라인,74.9,64552983,1982,2020-01-24,2020,Saturday,VIP
860,Jacob Elliott,남성,44,40대,2024-08-01,중동 및 아프리카,VIP,GV80,33476367,2,66952734,33476367,Y,수출,온라인,49.16,73559217,1981,2020-06-21,2020,Wednesday,VIP
861,Jake Wallace,여성,46,40대,2021-12-09,중동 및 아프리카,일반,G70,43979161,1,43979161,43979161,N,수출,오프라인,67.06,50966310,1979,2021-11-22,2021,Wednesday,일반
862,Diana Ross,남성,70,70대,2021-06-11,중동 및 아프리카,일반,벨로스터FS,34530432,6,207182592,34530432,N,수출,오프라인,85.9,211246323,1955,2024-09-05,2024,Wednesday,일반
863,Gilbert Richardson,남성,45,40대,2021-01-16,중동 및 아프리카,일반,GV80쿠페,59026703,6,354160218,59026703,N,수출,온라인,69.23,358627022,1980,2017-05-25,2017,Wednesday,일반
864,Andrea Guerrero,남성,45,40대,2020-04-10,중동 및 아프리카,우수,GV80쿠페,37265876,6,223595256,37265876,Y,수출,온라인,77.55,228142385,1980,2017-01-19,2017,Friday,우수
865,Aaron Morris,여성,65,60대,2021-12-17,중동 및 아프리카,VIP,i30PD,43232318,6,259393908,43232318,N,수출,온라인,65.22,264908433,1960,2017-02-08,2017,Tuesday,VIP
866,James Jacobson,남성,44,40대,2020-11-23,중동 및 아프리카,VIP,G90RS4,36363448,1,36363448,36363448,Y,수출,온라인,54.55,41897307,1981,2023-11-10,2023,Saturday,VIP
867,Michael Johnson,남성,50,50대,2024-04-12,중동 및 아프리카,우수,LCV,52591380,5,262956900,52591380,N,수출,오프라인,68.15,268874280,1975,2017-06-01,2017,Thursday,우수
868,Kim Espinoza,남성,58,50대,2023-08-12,중동 및 아프리카,VIP,LCV,53140028,2,106280056,53140028,N,수출,온라인,74.64,109739472,1967,2017-04-20,2017,Sunday,VIP
869,Matthew Kemp,남성,42,40대,2020-07-21,중동 및 아프리카,우수,i40,30875965,5,154379825,30875965,Y,수출,온라인,60.16,159240728,1983,2021-06-23,2021,Saturday,우수
870,Julie Nielsen,여성,33,30대,2021-04-19,중동 및 아프리카,우수,벨로스터JS,35711866,2,71423732,35711866,Y,수출,온라인,66.46,77017117,1992,2023-07-19,2023,Saturday,우수
871,Shannon Robbins,남성,63,60대,2024-05-05,아시아 및 태평양,일반,쏘나타LF,38523103,5,192615515,38523103,N,수출,오프라인,55.91,196532610,1962,2020-07-26,2020,Thursday,일반
872,Laura Miller,여성,28,20대,2022-08-21,아시아 및 태평양,일반,그랜저HG,31292637,3,93877911,31292637,Y,수출,온라인,86.79,98563939,1997,2021-03-08,2021,Thursday,일반
873,Johnny Jones,남성,37,30대,2022-03-12,아시아 및 태평양,일반,GV80쿠페,40175859,3,120527577,40175859,N,수출,오프라인,65.58,128261913,1988,2023-09-19,2023,Tuesday,일반
874,Mr. Matthew James MD,남성,40,40대,2022-01-27,아시아 및 태평양,일반,i40,18937319,2,37874638,18937319,N,수출,오프라인,91.79,43631742,1985,2019-12-31,2019,Monday,일반
875,Carrie Frost,남성,55,50대,2021-08-12,아시아 및 태평양,일반,GV80쿠페,29242275,6,175453650,29242275,N,수출,오프라인,92.93,179892131,1970,2024-06-21,2024,Sunday,일반
876,Philip Morales,남성,64,60대,2021-05-08,아시아 및 태평양,우수,벨로스터,47840968,4,191363872,47840968,Y,수출,온라인,68.78,195131547,1961,2024-05-02,2024,Monday,우수
877,Calvin Johnson,여성,57,50대,2023-06-05,아시아 및 태평양,VIP,싼타페TM,51107476,4,204429904,51107476,Y,수출,온라인,54.87,211653471,1968,2023-06-17,2023,Tuesday,VIP
878,Matthew Edwards,남성,43,40대,2023-06-09,아시아 및 태평양,우수,코나SX2,24313948,1,24313948,24313948,N,수출,온라인,38.71,28394688,1982,2017-12-14,2017,Thursday,우수
879,Jimmy Yu,남성,45,40대,2022-08-21,아시아 및 태평양,우수,펠리세이드,25104977,5,125524885,25104977,N,수출,온라인,47.92,130168159,1980,2016-03-23,2016,Sunday,우수
880,Scott Carlson,남성,50,50대,2025-03-16,아시아 및 태평양,우수,투싼LMFC,32046351,5,160231755,32046351,N,수출,온라인,49.39,167313941,1975,2019-03-14,2019,Thursday,우수
881,Nicole Cunningham,여성,28,20대,2023-09-19,아시아 및 태평양,일반,그랜저IG,46616882,5,233084410,46616882,Y,수출,오프라인,90.68,239588130,1997,2024-08-22,2024,Sunday,일반
882,Kimberly Smith,남성,61,60대,2023-01-16,아시아 및 태평양,VIP,아반떼AD,41333806,1,41333806,41333806,Y,수출,온라인,71.74,46190416,1964,2024-08-15,2024,Saturday,VIP
883,Audrey Diaz,남성,35,30대,2024-09-12,아시아 및 태평양,일반,투싼LMFC,27305567,4,109222268,27305567,N,수출,오프라인,75.84,113439061,1990,2022-11-09,2022,Saturday,일반
884,Nathan Ramirez,여성,57,50대,2023-11-13,아시아 및 태평양,VIP,싼타페MX5,41004119,1,41004119,41004119,Y,수출,온라인,36.69,44795108,1968,2021-03-16,2021,Sunday,VIP
885,Alice Hernandez,남성,32,30대,2020-06-05,아시아 및 태평양,우수,투싼NX4,20050974,5,100254870,20050974,N,수출,오프라인,52.03,108080062,1993,2021-08-10,2021,Sunday,우수
886,Christopher Bradley,여성,50,50대,2022-05-29,아시아 및 태평양,일반,G90,50886892,5,254434460,50886892,Y,수출,오프라인,83.31,261869868,1975,2016-02-20,2016,Thursday,일반
